PracticeCode,HB,HBName,Postcode,Latitude,Longitude,Easting,Northing
40031,S08000031,NHS Greater Glasgow and Clyde,G3 7UA,55.866793,-4.289203,256845,666105
40046,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40051,S08000031,NHS Greater Glasgow and Clyde,G13 2UP,55.891617,-4.331929,254265,668956
40065,S08000031,NHS Greater Glasgow and Clyde,G60 5JG,55.924671,-4.459349,246429,672910
40070,S08000031,NHS Greater Glasgow and Clyde,G11 5PE,55.871063,-4.304737,255889,666612
40084,S08000031,NHS Greater Glasgow and Clyde,G14 0EA,55.885427,-4.36226,252345,668332
40101,S08000031,NHS Greater Glasgow and Clyde,G61 2DN,55.916551,-4.322143,254970,671710
40116,S08000031,NHS Greater Glasgow and Clyde,G14 9SS,55.8835,-4.357282,252649,668107
40121,S08000031,NHS Greater Glasgow and Clyde,G11 7AD,55.8725,-4.323414,254726,666811
40140,S08000031,NHS Greater Glasgow and Clyde,G12 9LD,55.879057,-4.300973,256154,667494
40154,S08000031,NHS Greater Glasgow and Clyde,G4 9BL,55.871218,-4.271258,257984,666560
40173,S08000031,NHS Greater Glasgow and Clyde,G62 6BT,55.939615,-4.318352,255293,674268
40188,S08000031,NHS Greater Glasgow and Clyde,G12 9PN,55.877658,-4.306582,255798,667350
40192,S08000031,NHS Greater Glasgow and Clyde,G11 5NG,55.871209,-4.305593,255836,666630
40210,S08000031,NHS Greater Glasgow and Clyde,G14 9UU,55.874609,-4.339686,253716,667080
40224,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40239,S08000031,NHS Greater Glasgow and Clyde,G61 2SY,55.918104,-4.331727,254377,671903
40262,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40277,S08000031,NHS Greater Glasgow and Clyde,G11 7SY,55.871163,-4.314702,255266,666644
40281,S08000031,NHS Greater Glasgow and Clyde,G15 6EG,55.9061,-4.355149,252868,670617
40296,S08000031,NHS Greater Glasgow and Clyde,G11 5LL,55.871146,-4.309874,255568,666632
40313,S08000031,NHS Greater Glasgow and Clyde,G14 9DW,55.879193,-4.350531,253055,667613
40328,S08000031,NHS Greater Glasgow and Clyde,G3 7UA,55.866793,-4.289203,256845,666105
40332,S08000031,NHS Greater Glasgow and Clyde,G13 2SW,55.894418,-4.338574,253860,669282
40351,S08000031,NHS Greater Glasgow and Clyde,G12 9JE,55.878556,-4.305628,255861,667448
40385,S08000031,NHS Greater Glasgow and Clyde,G62 8BT,55.942168,-4.315446,255484,674546
40390,S08000031,NHS Greater Glasgow and Clyde,G13 4PU,55.897112,-4.370298,251887,669649
40402,S08000031,NHS Greater Glasgow and Clyde,G61 2SY,55.918104,-4.331727,254377,671903
40417,S08000031,NHS Greater Glasgow and Clyde,G14 9UT,55.874458,-4.33915,253749,667062
40421,S08000031,NHS Greater Glasgow and Clyde,G15 7TS,55.909744,-4.371037,251889,671056
40436,S08000031,NHS Greater Glasgow and Clyde,G15 7TS,55.909744,-4.371037,251889,671056
40441,S08000031,NHS Greater Glasgow and Clyde,G3 6JB,55.869016,-4.270121,258047,666313
40455,S08000031,NHS Greater Glasgow and Clyde,G3 8ND,55.864391,-4.283725,257179,665826
40460,S08000031,NHS Greater Glasgow and Clyde,G12 8ND,55.873977,-4.283727,257214,666893
40493,S08000031,NHS Greater Glasgow and Clyde,G14 0XT,55.886269,-4.361145,252418,668423
40525,S08000031,NHS Greater Glasgow and Clyde,G14 0NT,55.889156,-4.381406,251162,668788
40544,S08000031,NHS Greater Glasgow and Clyde,G15 7TS,55.909744,-4.371037,251889,671056
40559,S08000031,NHS Greater Glasgow and Clyde,G15 7TS,55.909744,-4.371037,251889,671056
40563,S08000031,NHS Greater Glasgow and Clyde,G14 9XL,55.87798,-4.348473,253179,667474
40578,S08000031,NHS Greater Glasgow and Clyde,G14 9DR,55.878359,-4.348384,253186,667516
40582,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40629,S08000031,NHS Greater Glasgow and Clyde,G14 9PS,55.875253,-4.340812,253648,667154
40691,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40703,S08000031,NHS Greater Glasgow and Clyde,G81 2TQ,55.912875,-4.405456,249750,671479
40718,S08000031,NHS Greater Glasgow and Clyde,G12 8SP,55.874178,-4.293682,256592,666936
40722,S08000031,NHS Greater Glasgow and Clyde,G15 7TS,55.909744,-4.371037,251889,671056
43011,S08000031,NHS Greater Glasgow and Clyde,G20 8FB,55.889909,-4.292741,256709,668684
43030,S08000031,NHS Greater Glasgow and Clyde,G66 1DH,55.939201,-4.161064,265114,673904
43044,S08000031,NHS Greater Glasgow and Clyde,G66 1JB,55.939379,-4.15555,265459,673913
43059,S08000031,NHS Greater Glasgow and Clyde,G64 1PJ,55.904187,-4.221141,261237,670127
43063,S08000031,NHS Greater Glasgow and Clyde,G21 1TR,55.882764,-4.229161,260659,667759
43082,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43097,S08000031,NHS Greater Glasgow and Clyde,G21 1TR,55.882764,-4.229161,260659,667759
43100,S08000031,NHS Greater Glasgow and Clyde,G66 1NH,55.937356,-4.155809,265436,673688
43114,S08000031,NHS Greater Glasgow and Clyde,G66 1DN,55.939236,-4.159805,265193,673905
43129,S08000031,NHS Greater Glasgow and Clyde,G21 1TR,55.882764,-4.229161,260659,667759
43133,S08000031,NHS Greater Glasgow and Clyde,G21 4AH,55.876285,-4.227396,260746,667035
43167,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43171,S08000031,NHS Greater Glasgow and Clyde,G64 1PJ,55.904187,-4.221141,261237,670127
43186,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43191,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43203,S08000031,NHS Greater Glasgow and Clyde,G20 6HS,55.875782,-4.271845,257964,667069
43218,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43222,S08000031,NHS Greater Glasgow and Clyde,G64 1NF,55.898248,-4.215603,261562,669455
43237,S08000031,NHS Greater Glasgow and Clyde,G22 5AP,55.881094,-4.254054,259096,667624
43256,S08000031,NHS Greater Glasgow and Clyde,G22 5AP,55.881094,-4.254054,259096,667624
43261,S08000031,NHS Greater Glasgow and Clyde,G66 7JJ,55.974456,-4.201948,262686,677907
43275,S08000031,NHS Greater Glasgow and Clyde,G21 3RW,55.892301,-4.201397,262429,668765
43294,S08000031,NHS Greater Glasgow and Clyde,G22 5SS,55.885434,-4.25213,259232,668103
43307,S08000031,NHS Greater Glasgow and Clyde,G22 7JL,55.898736,-4.245207,259713,669569
43311,S08000031,NHS Greater Glasgow and Clyde,G20 8FB,55.889909,-4.292741,256709,668684
43326,S08000031,NHS Greater Glasgow and Clyde,G22 6BD,55.886865,-4.234735,260325,668227
43345,S08000031,NHS Greater Glasgow and Clyde,G66 3BF,55.934566,-4.151712,265682,673370
43415,S08000031,NHS Greater Glasgow and Clyde,G66 1DG,55.939984,-4.158978,265247,673987
43453,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43468,S08000031,NHS Greater Glasgow and Clyde,G20 7ER,55.879669,-4.271112,258024,667500
43487,S08000031,NHS Greater Glasgow and Clyde,G21 1TR,55.882764,-4.229161,260659,667759
43504,S08000031,NHS Greater Glasgow and Clyde,G21 1TR,55.882764,-4.229161,260659,667759
43538,S08000031,NHS Greater Glasgow and Clyde,G22 5AP,55.881094,-4.254054,259096,667624
43542,S08000031,NHS Greater Glasgow and Clyde,G22 5AP,55.881094,-4.254054,259096,667624
43557,S08000031,NHS Greater Glasgow and Clyde,G64 2AA,55.903496,-4.227295,260850,670062
43576,S08000031,NHS Greater Glasgow and Clyde,G20 8FB,55.889909,-4.292741,256709,668684
46019,S08000031,NHS Greater Glasgow and Clyde,G31 2ES,55.865482,-4.231607,260444,665841
46023,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46057,S08000031,NHS Greater Glasgow and Clyde,G33 1EY,55.878683,-4.194487,262813,667236
46061,S08000031,NHS Greater Glasgow and Clyde,G31 2ES,55.865482,-4.231607,260444,665841
46081,S08000031,NHS Greater Glasgow and Clyde,G32 7JZ,55.852288,-4.169899,264259,664251
46095,S08000031,NHS Greater Glasgow and Clyde,G31 5BA,55.852443,-4.19456,262716,664316
46108,S08000031,NHS Greater Glasgow and Clyde,G31 2TE,55.862775,-4.213824,261547,665504
46112,S08000031,NHS Greater Glasgow and Clyde,G33 3TU,55.875431,-4.162158,264824,666810
46127,S08000031,NHS Greater Glasgow and Clyde,G31 2XE,55.858694,-4.221342,261062,665065
46131,S08000031,NHS Greater Glasgow and Clyde,G31 4UW,55.849054,-4.190356,262967,663931
46146,S08000031,NHS Greater Glasgow and Clyde,G32 6JP,55.859249,-4.194416,262749,665073
46151,S08000031,NHS Greater Glasgow and Clyde,G40 3LJ,55.84616,-4.205465,262011,663639
46165,S08000031,NHS Greater Glasgow and Clyde,G32 7JZ,55.852288,-4.169899,264259,664251
46184,S08000031,NHS Greater Glasgow and Clyde,G40 1HA,55.848107,-4.227272,260653,663899
46201,S08000031,NHS Greater Glasgow and Clyde,G32 6NB,55.861632,-4.166741,264489,665284
46216,S08000031,NHS Greater Glasgow and Clyde,G69 7AD,55.848882,-4.116476,267591,663768
46221,S08000031,NHS Greater Glasgow and Clyde,G34 9HQ,55.868922,-4.125974,267065,666016
46235,S08000031,NHS Greater Glasgow and Clyde,G31 5BA,55.852443,-4.19456,262716,664316
46240,S08000031,NHS Greater Glasgow and Clyde,G34 9HQ,55.868922,-4.125974,267065,666016
46292,S08000031,NHS Greater Glasgow and Clyde,G32 6NB,55.861632,-4.166741,264489,665284
46305,S08000031,NHS Greater Glasgow and Clyde,G69 7AD,55.848882,-4.116476,267591,663768
46339,S08000031,NHS Greater Glasgow and Clyde,G31 5RA,55.849794,-4.19118,262918,664015
46343,S08000031,NHS Greater Glasgow and Clyde,G32 8UH,55.843562,-4.171614,264121,663283
46377,S08000031,NHS Greater Glasgow and Clyde,G33 2EH,55.865816,-4.194352,262776,665804
46381,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46396,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46428,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46447,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46451,S08000031,NHS Greater Glasgow and Clyde,G34 9HQ,55.868922,-4.125974,267065,666016
46471,S08000031,NHS Greater Glasgow and Clyde,G34 9HQ,55.868922,-4.125974,267065,666016
46521,S08000031,NHS Greater Glasgow and Clyde,G33 3AL,55.863262,-4.1808,263615,665493
46555,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46560,S08000031,NHS Greater Glasgow and Clyde,G31 1QS,55.857094,-4.216841,261338,664878
46574,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46606,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
46611,S08000031,NHS Greater Glasgow and Clyde,G40 2DA,55.852469,-4.227886,260630,664386
49041,S08000031,NHS Greater Glasgow and Clyde,G42 7DR,55.837253,-4.258209,258677,662755
49074,S08000031,NHS Greater Glasgow and Clyde,G5 9AB,55.848299,-4.252763,259058,663972
49093,S08000031,NHS Greater Glasgow and Clyde,G5 9RP,55.843405,-4.262589,258425,663448
49106,S08000031,NHS Greater Glasgow and Clyde,G44 5JT,55.809791,-4.242061,259589,659666
49130,S08000031,NHS Greater Glasgow and Clyde,G42 9JT,55.826214,-4.265185,258200,661541
49144,S08000031,NHS Greater Glasgow and Clyde,G41 5RU,55.83941,-4.275743,257587,663030
49159,S08000031,NHS Greater Glasgow and Clyde,G76 7HN,55.793314,-4.282451,256998,657915
49178,S08000031,NHS Greater Glasgow and Clyde,G42 7DR,55.837253,-4.258209,258677,662755
49197,S08000031,NHS Greater Glasgow and Clyde,G76 7BU,55.785383,-4.274695,257455,657017
49200,S08000031,NHS Greater Glasgow and Clyde,G41 3YT,55.827724,-4.283873,257035,661747
49214,S08000031,NHS Greater Glasgow and Clyde,G76 7HN,55.793314,-4.282451,256998,657915
49248,S08000031,NHS Greater Glasgow and Clyde,G44 3DH,55.814619,-4.266472,258077,660253
49267,S08000031,NHS Greater Glasgow and Clyde,G42 7AF,55.840395,-4.259651,258598,663107
49271,S08000031,NHS Greater Glasgow and Clyde,G41 3RG,55.828364,-4.28883,256727,661828
49286,S08000031,NHS Greater Glasgow and Clyde,G42 8QD,55.835661,-4.271194,257858,662604
49318,S08000031,NHS Greater Glasgow and Clyde,G41 3YA,55.8302,-4.279754,257302,662014
49337,S08000031,NHS Greater Glasgow and Clyde,G77 5BQ,55.772314,-4.330377,253915,655679
49375,S08000031,NHS Greater Glasgow and Clyde,G42 0EH,55.828249,-4.234245,260145,661704
49411,S08000031,NHS Greater Glasgow and Clyde,G44 4JE,55.81912,-4.236611,259964,660693
49445,S08000031,NHS Greater Glasgow and Clyde,G76 7HN,55.793314,-4.282451,256998,657915
49464,S08000031,NHS Greater Glasgow and Clyde,G77 5LU,55.775035,-4.313828,254963,655947
49553,S08000031,NHS Greater Glasgow and Clyde,G41 3PT,55.826023,-4.287096,256827,661564
49568,S08000031,NHS Greater Glasgow and Clyde,G77 6GR,55.782754,-4.347077,252907,656876
49604,S08000031,NHS Greater Glasgow and Clyde,G5 9AB,55.848299,-4.252763,259058,663972
49619,S08000031,NHS Greater Glasgow and Clyde,G76 7HN,55.793314,-4.282451,256998,657915
49623,S08000031,NHS Greater Glasgow and Clyde,G76 7BX,55.787458,-4.275262,257427,657249
49638,S08000031,NHS Greater Glasgow and Clyde,G76 7HN,55.793314,-4.282451,256998,657915
49661,S08000031,NHS Greater Glasgow and Clyde,G41 1NX,55.845283,-4.274521,257685,663681
49676,S08000031,NHS Greater Glasgow and Clyde,G41 1NX,55.845283,-4.274521,257685,663681
49681,S08000031,NHS Greater Glasgow and Clyde,G42 9LQ,55.828081,-4.259929,258536,661737
49712,S08000031,NHS Greater Glasgow and Clyde,G41 3YA,55.8302,-4.279754,257302,662014
49751,S08000031,NHS Greater Glasgow and Clyde,G45 9AW,55.805791,-4.234939,260021,659207
49765,S08000031,NHS Greater Glasgow and Clyde,G44 5JT,55.809791,-4.242061,259589,659666
49770,S08000031,NHS Greater Glasgow and Clyde,G44 4JE,55.81912,-4.236611,259964,660693
49784,S08000031,NHS Greater Glasgow and Clyde,G76 7NW,55.793952,-4.287816,256664,657998
52005,S08000031,NHS Greater Glasgow and Clyde,G51 1SL,55.852007,-4.299357,256155,664481
52010,S08000031,NHS Greater Glasgow and Clyde,G44 5DQ,55.810576,-4.246798,259295,659763
52024,S08000031,NHS Greater Glasgow and Clyde,G52 2AZ,55.850768,-4.357248,252527,664465
52039,S08000031,NHS Greater Glasgow and Clyde,G42 7DR,55.837253,-4.258209,258677,662755
52043,S08000031,NHS Greater Glasgow and Clyde,G53 5QD,55.832228,-4.340877,253482,662367
52058,S08000031,NHS Greater Glasgow and Clyde,G51 1AT,55.852234,-4.295392,256404,664498
52062,S08000031,NHS Greater Glasgow and Clyde,G51 4BJ,55.860359,-4.326491,254488,665467
52096,S08000031,NHS Greater Glasgow and Clyde,G51 4BJ,55.860359,-4.326491,254488,665467
52109,S08000031,NHS Greater Glasgow and Clyde,G51 1RN,55.850744,-4.304923,255802,664352
52128,S08000031,NHS Greater Glasgow and Clyde,G41 1HU,55.852835,-4.279244,257417,664531
52147,S08000031,NHS Greater Glasgow and Clyde,G46 8DH,55.806602,-4.330878,254012,659495
52151,S08000031,NHS Greater Glasgow and Clyde,G41 3UJ,55.831746,-4.286073,256912,662199
52185,S08000031,NHS Greater Glasgow and Clyde,G52 3SS,55.84544,-4.342294,253443,663840
52202,S08000031,NHS Greater Glasgow and Clyde,G51 1HS,55.854175,-4.279497,257406,664681
52217,S08000031,NHS Greater Glasgow and Clyde,G41 1HU,55.852835,-4.279244,257417,664531
52221,S08000031,NHS Greater Glasgow and Clyde,G46 8NY,55.807151,-4.318463,254792,659530
52241,S08000031,NHS Greater Glasgow and Clyde,G52 3QN,55.84621,-4.336125,253832,663913
52255,S08000031,NHS Greater Glasgow and Clyde,G46 8NY,55.807151,-4.318463,254792,659530
52260,S08000031,NHS Greater Glasgow and Clyde,G41 1HU,55.852835,-4.279244,257417,664531
52293,S08000031,NHS Greater Glasgow and Clyde,G53 6EQ,55.822744,-4.346452,253097,661324
52330,S08000031,NHS Greater Glasgow and Clyde,G51 4BJ,55.860359,-4.326491,254488,665467
52344,S08000031,NHS Greater Glasgow and Clyde,G53 7FY,55.82943,-4.359613,252298,662096
52359,S08000031,NHS Greater Glasgow and Clyde,G51 4BJ,55.860359,-4.326491,254488,665467
52382,S08000031,NHS Greater Glasgow and Clyde,G43 1RR,55.82651,-4.296447,256243,661638
52397,S08000031,NHS Greater Glasgow and Clyde,G43 1RR,55.82651,-4.296447,256243,661638
52400,S08000031,NHS Greater Glasgow and Clyde,G53 6EQ,55.822744,-4.346452,253097,661324
52414,S08000031,NHS Greater Glasgow and Clyde,G52 3SS,55.84544,-4.342294,253443,663840
55003,S08000022,NHS Highland,KW14 7DH,58.59153,-3.525843,311403,968069
55037,S08000022,NHS Highland,KW14 7AR,58.592108,-3.522161,311618,968128
55041,S08000022,NHS Highland,IV12 5EE,57.578125,-3.87256,288120,855775
55075,S08000022,NHS Highland,KW6 6EZ,58.246608,-3.439329,315609,929558
55080,S08000022,NHS Highland,KW14 8TY,58.591973,-3.389361,319336,967946
55094,S08000022,NHS Highland,KW3 6BQ,58.301947,-3.285726,324743,935536
55131,S08000022,NHS Highland,KW1 5EL,58.441607,-3.08837,336561,950881
55145,S08000022,NHS Highland,KW1 5EL,58.441607,-3.08837,336561,950881
55183,S08000022,NHS Highland,KW14 7SA,58.55121,-4.08562,278729,964456
55201,S08000022,NHS Highland,IV25 3LS,57.878251,-4.028127,279819,889447
55215,S08000022,NHS Highland,IV27 4PN,58.568202,-4.750419,240131,967740
55220,S08000022,NHS Highland,KW10 6TH,57.974485,-3.977236,283150,900069
55249,S08000022,NHS Highland,IV27 4DD,58.023551,-4.397178,258511,906334
55253,S08000022,NHS Highland,IV27 4JZ,58.153985,-5.239163,209497,922922
55268,S08000022,NHS Highland,IV27 4RP,58.458076,-5.043472,222538,956222
55272,S08000022,NHS Highland,IV27 4XB,58.477629,-4.417458,259128,956914
55287,S08000022,NHS Highland,KW9 6QJ,58.012411,-3.85283,290623,904082
55291,S08000022,NHS Highland,IV24 3EP,57.889873,-4.343526,261163,891345
55338,S08000022,NHS Highland,IV17 0UN,57.695048,-4.248213,266092,869470
55342,S08000022,NHS Highland,IV54 8LS,57.426735,-5.820607,170733,843825
55357,S08000022,NHS Highland,IV22 2HU,57.835819,-5.577123,187745,888534
55361,S08000022,NHS Highland,IV11 8YF,57.681395,-4.036857,278642,867552
55376,S08000022,NHS Highland,IV15 9QS,57.593883,-4.418008,255572,858560
55381,S08000022,NHS Highland,IV10 8SY,57.581973,-4.132064,272618,856661
55395,S08000022,NHS Highland,IV54 8YD,57.398775,-5.497404,189965,839670
55408,S08000022,NHS Highland,IV8 8NG,57.550418,-4.26097,264795,853399
55412,S08000022,NHS Highland,IV14 9AG,57.585951,-4.543687,248029,857952
55427,S08000022,NHS Highland,IV19 1EU,57.809327,-4.064586,277423,881841
55431,S08000022,NHS Highland,IV19 1EU,57.809327,-4.064586,277423,881841
55446,S08000022,NHS Highland,IV22 2EZ,57.546808,-5.51302,189880,856185
55451,S08000022,NHS Highland,IV26 2XL,57.902082,-5.157526,212987,894667
55516,S08000022,NHS Highland,IV49 9AA,57.246596,-5.909475,164249,824094
55521,S08000022,NHS Highland,IV47 8ST,57.296056,-6.338487,138738,831162
55535,S08000022,NHS Highland,IV55 8GU,57.428707,-6.566759,125990,846810
55540,S08000022,NHS Highland,IV44 8RF,57.097699,-5.867711,165826,807390
55554,S08000022,NHS Highland,IV40 8JD,57.21361,-5.619633,181529,819458
55569,S08000022,NHS Highland,IV40 8AE,57.280772,-5.715016,176181,827238
55573,S08000022,NHS Highland,IV51 9BZ,57.411301,-6.19233,148327,843425
55605,S08000022,NHS Highland,PH33 7AQ,56.839283,-5.078611,212305,776206
55610,S08000022,NHS Highland,PH33 7AQ,56.839283,-5.078611,212305,776206
55624,S08000022,NHS Highland,PH33 7AQ,56.839283,-5.078611,212305,776206
55639,S08000022,NHS Highland,PH50 4QU,56.71641,-4.963992,218702,762227
55643,S08000022,NHS Highland,PA80 5XT,56.538731,-5.779146,167750,744922
55662,S08000022,NHS Highland,PH36 4JU,56.747938,-5.803179,167565,768271
55677,S08000022,NHS Highland,PH42 4RL,56.90188,-6.142749,147855,786594
55696,S08000022,NHS Highland,IV4 7EA,57.482664,-4.458933,252678,846271
55709,S08000022,NHS Highland,IV4 7DT,57.484545,-4.459744,252637,846482
55728,S08000022,NHS Highland,IV63 6UL,57.328587,-4.475571,251056,829161
55732,S08000022,NHS Highland,PH32 4BH,57.14276,-4.684988,237636,808962
55747,S08000022,NHS Highland,IV2 6YB,57.253984,-4.494541,249610,820901
55751,S08000022,NHS Highland,IV2 7LL,57.487274,-4.143474,271603,846143
55766,S08000022,NHS Highland,IV2 7LL,57.487274,-4.143474,271603,846143
55817,S08000022,NHS Highland,IV2 3BG,57.47436,-4.217789,267102,844849
55836,S08000022,NHS Highland,IV3 8HH,57.481775,-4.23749,265948,845713
55841,S08000022,NHS Highland,IV3 5PW,57.470202,-4.231412,266270,844413
